Method_Type,Wavelet_Family,Wavelet,Algorithm,Features,Feature_Count,Feature_Extractor,Strategy,Training_Timesteps,Random_Seed,Alpha,Beta,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown,Win_Rate,Max_Loss,RoMaD,CAGR,Volatility,T_Statistic,P_Value,Total_Return,Best_Learning_Rate,Best_Gamma,Validation_Score
Reinforcement_Learning,Daubechies,db2,DQN,DIX_GEX_VIX,3,Advanced,Long-Only,50000,527860966,0.1748869223406057,-0.11615578500665573,0.7418817745304337,0.04086498892390086,0.1735824839478853,0.10578279266572638,-0.10925995748312996,0.983297865983575,0.1706832860380838,0.21643045239726644,1.398406735330447,0.16242881527789824,0.558925439453125,5e-05,0.99,0.6079392810853004
Reinforcement_Learning,Daubechies,db4,PPO,DIX,1,Advanced,Long-Only,50000,3139164481,0.25961957906566946,-0.04279834020527858,0.762988841588504,0.06893922874742928,0.3485530710515328,0.5260930888575458,-0.10297136420340786,0.7020243954714602,0.24469275899467324,0.33335071139795075,1.3794585482354687,0.16818895642514448,0.8528227392578125,0.0003,0.95,0.7433550156722369
Reinforcement_Learning,Daubechies,db4,PPO,GEX,1,Advanced,Long-Only,50000,1656372753,0.12431012849358691,-0.12421437326536051,0.3269512810254542,0.021005237135834506,0.3150042740147125,0.20310296191819463,-0.1375922321785329,0.24538470068297738,0.07729722949295881,0.3333690939878175,0.6485827942902181,0.5168183833697542,0.23340046875,0.0001,0.99,0.7433550156722369
Reinforcement_Learning,Daubechies,db4,PPO,VIX,1,Advanced,Long-Only,50000,592438256,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0003,0.95,0.7433550156722369
Reinforcement_Learning,Daubechies,db4,PPO,DIX_GEX,2,Advanced,Long-Only,50000,1616416230,0.27287872007514985,-0.05289930584433092,0.7967041318239105,0.07264100825572029,0.33639395095444014,0.535966149506347,-0.09907100214959667,0.7706290722464195,0.25923495833332777,0.334323159859355,1.4356783714619652,0.15153552780359875,0.914462470703125,0.0003,0.95,0.8190999966700673
Reinforcement_Learning,Daubechies,db4,PPO,DIX_VIX,2,Advanced,Long-Only,50000,209515559,0.26707910987290756,-0.05404127672798119,0.7733063993498606,0.07045182806293085,0.33639395095444014,0.5345557122708039,-0.10130589718180981,0.7455625214058478,0.2508027222592675,0.3367568619899358,1.3957352939085643,0.1632317647539034,0.878562451171875,0.0003,0.95,0.5353026167746916
Reinforcement_Learning,Daubechies,db4,PPO,GEX_VIX,2,Advanced,Long-Only,50000,1002414995,0.2696487582257233,-0.052473484166238996,0.8012317193353574,0.07138796916134026,0.33639395095444014,0.5176304654442877,-0.09947749553068552,0.7660090715783633,0.25768081805518817,0.3284682510181574,1.4450546857894206,0.1488849643533068,0.9078127880859375,0.0001,0.99,0.7433550156722369
Reinforcement_Learning,Daubechies,db4,PPO,DIX_GEX_VIX,3,Advanced,Long-Only,50000,2003434992,0.09491736900805489,-0.15495068516216282,0.20918089782272573,0.013509328925826665,0.33478468515583304,0.20310296191819463,-0.15864312378176598,0.09674688989924897,0.03238937707472611,0.36242861061475196,0.44311756665862817,0.6578160617765048,0.0939654052734375,0.0003,0.95,1.0403471488444747
Reinforcement_Learning,Daubechies,db4,A2C,DIX,1,Advanced,Long-Only,50000,2736836338,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Daubechies,db4,A2C,GEX,1,Advanced,Long-Only,50000,2137333202,0.07879805315249466,-0.14398768027798578,0.17213084950654273,0.01008592253470471,0.3349086058990336,0.1622002820874471,-0.15903524116153225,0.060209432103101895,0.020164656967622374,0.35464578607332387,0.38304549204905075,0.7018010103321943,0.057859892578125,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Daubechies,db4,A2C,VIX,1,Advanced,Long-Only,50000,992679061,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Daubechies,db4,A2C,DIX_GEX,2,Advanced,Long-Only,50000,2746556356,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Daubechies,db4,A2C,DIX_VIX,2,Advanced,Long-Only,50000,1362430017,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Daubechies,db4,A2C,GEX_VIX,2,Advanced,Long-Only,50000,4006426147,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,5e-05,0.99,0.7433550156722369
Reinforcement_Learning,Daubechies,db4,A2C,DIX_GEX_VIX,3,Advanced,Long-Only,50000,938115532,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Daubechies,db4,DQN,DIX,1,Advanced,Long-Only,50000,396035794,0.14691666767138592,-0.0011109538131985068,0.41009097291126606,0.03092100897686676,0.38052996799785915,0.3526093088857546,-0.1637278359677897,0.2877612094835189,0.10950176383578869,0.357919840505392,0.7810408736954304,0.4350395277761423,0.34012818359375,5e-05,0.99,0.9549697506140356
Reinforcement_Learning,Daubechies,db4,DQN,GEX,1,Advanced,Long-Only,50000,3116774144,0.07192509882635778,-0.14721460242961068,0.22604357334703357,0.008725877713489254,0.19978240234375,0.0380818053596615,-0.15437089008664145,0.24207320409616898,0.04836196625738154,0.23789515731098926,0.519802113529305,0.6033639810036352,0.142324921875,5e-05,0.99,0.2998045237449237
Reinforcement_Learning,Daubechies,db4,DQN,VIX,1,Advanced,Long-Only,50000,357105565,0.07169254311101492,-0.14714130551535023,0.35930068985773167,0.010760398921391731,0.039992490234375,0.0014104372355430183,-0.039750027116221845,1.6484518724361652,0.06592569541024051,0.1490427215482452,0.8271705609112135,0.4084190913452188,0.197069951171875,0.0001,0.95,1.0436291164620606
Reinforcement_Learning,Daubechies,db4,DQN,DIX_GEX,2,Advanced,Long-Only,50000,713904808,0.08756393876538118,-0.1569081131116262,0.27050397949582977,0.013070961978463004,0.19807383981030133,0.06346967559943582,-0.14733476017881303,0.30161117795540765,0.059741284147335705,0.2521899169447976,0.5863375379652868,0.5578355930303904,0.177604853515625,0.0003,0.95,0.34921138041441957
Reinforcement_Learning,Daubechies,db4,DQN,DIX_VIX,2,Advanced,Long-Only,50000,2663820204,0.07307154990980254,-0.13548135711660603,0.17724029882556475,0.007667585086865168,0.37497883905112206,0.06205923836389281,-0.17187864109270085,0.07641469432440856,0.02865389336421309,0.31803005149023333,0.4024928270624218,0.6874428576534252,0.0828497314453125,5e-05,0.99,0.8730210350817122
Reinforcement_Learning,Daubechies,db4,DQN,GEX_VIX,2,Advanced,Long-Only,50000,2814978457,0.09824098438947063,-0.15037273297968656,0.32641664242007723,0.015960045866254977,0.19807383981030133,0.06770098730606489,-0.14154299888614438,0.3729460670641727,0.07387085954555084,0.24417009875376977,0.6844223681083238,0.4939324664289806,0.2223798828125,5e-05,0.99,-0.32881621736300826
Reinforcement_Learning,Daubechies,db4,DQN,DIX_GEX_VIX,3,Advanced,Long-Only,50000,1386090432,0.1504089036640516,-0.1158323600860427,0.6080262433378038,0.032491267010326785,0.1771706161771913,0.08744710860366714,-0.11801885314170542,0.794752069753013,0.14080671390623944,0.22388452259300406,1.168885987305762,0.24284297135417032,0.4494149365234375,0.0001,0.95,0.19307412034110555
Reinforcement_Learning,Symlets,sym4,PPO,DIX,1,Advanced,Long-Only,50000,2987166929,0.2539321371329327,-0.038244894228912085,0.7204810371637668,0.06513092277362767,0.3485530710515328,0.5260930888575458,-0.10622457302879436,0.6689453611970123,0.23316296001089554,0.3459033939631384,1.3045590775154445,0.1924669248104457,0.8048726611328125,0.0003,0.95,0.5386831794175108
Reinforcement_Learning,Symlets,sym4,PPO,GEX,1,Advanced,Long-Only,50000,3862560336,0.15828113655692963,-0.16428280030606948,0.49214368799727526,0.03014543359749265,0.2373723681640625,0.15655853314527504,-0.1189167809757526,0.5342139126754358,0.12680762155795788,0.28045941685559395,0.9444430840977662,0.3452654552956872,0.399860263671875,0.0001,0.99,0.7433550156722369
Reinforcement_Learning,Symlets,sym4,PPO,VIX,1,Advanced,Long-Only,50000,2128884555,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0003,0.95,0.7433550156722369
Reinforcement_Learning,Symlets,sym4,PPO,DIX_GEX,2,Advanced,Long-Only,50000,1730562365,0.2310926503767675,-0.05797487740126338,0.677068754798027,0.0545245480785629,0.3106668200619156,0.35966149506346967,-0.11041578302371394,0.671678063212193,0.20866808800347836,0.33075635617820237,1.2362312404808533,0.21678258546779539,0.705677275390625,0.0001,0.99,0.7433550156722369
Reinforcement_Learning,Symlets,sym4,PPO,DIX_VIX,2,Advanced,Long-Only,50000,1065480510,0.2669612808368631,-0.054008669077326446,0.7728888085166061,0.070418530405967,0.33639395095444014,0.5331452750352609,-0.10134793053019323,0.7450987866678941,0.2506467246985724,0.33679156014394057,1.3950250874989274,0.16344573379254485,0.877902421875,0.0003,0.95,0.7433550156722369
Reinforcement_Learning,Symlets,sym4,PPO,GEX_VIX,2,Advanced,Long-Only,50000,3908929084,0.09874438718176515,-0.13360864506790376,0.23561347535767602,0.014241832696988308,0.36485139927135796,0.1861777150916784,-0.15646312795864648,0.12025096577029985,0.04387373312502607,0.34917981448329843,0.49093243405564085,0.6236263664709045,0.128599658203125,0.0001,0.99,0.7433550156722369
Reinforcement_Learning,Symlets,sym4,PPO,DIX_GEX_VIX,3,Advanced,Long-Only,50000,6673492,0.2466152913337217,-0.057032028148690954,0.7016236200052571,0.06187886283040301,0.33639395095444014,0.4781382228490832,-0.10759203799660486,0.663550321364792,0.2232143142609908,0.34147037585494616,1.274209130854519,0.20300739200154222,0.76414783203125,0.0003,0.95,0.7433550156722369
Reinforcement_Learning,Symlets,sym4,A2C,DIX,1,Advanced,Long-Only,50000,2829017522,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Symlets,sym4,A2C,GEX,1,Advanced,Long-Only,50000,908758859,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Symlets,sym4,A2C,VIX,1,Advanced,Long-Only,50000,1972856755,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Symlets,sym4,A2C,DIX_GEX,2,Advanced,Long-Only,50000,2903342240,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Symlets,sym4,A2C,DIX_VIX,2,Advanced,Long-Only,50000,2062912148,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Symlets,sym4,A2C,GEX_VIX,2,Advanced,Long-Only,50000,3647255228,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Symlets,sym4,A2C,DIX_GEX_VIX,3,Advanced,Long-Only,50000,940893271,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Symlets,sym4,DQN,DIX,1,Advanced,Long-Only,50000,2851806957,0.27715028144071563,0.006855302152345139,0.8304244037622763,0.07437407540679321,0.39379391566955313,0.5190409026798307,-0.09802258364148077,0.6951619756111304,0.2737505564004894,0.3347631478219591,1.4920672676096025,0.13612694563134953,0.9772932763671875,0.0001,0.95,0.8895150808435652
Reinforcement_Learning,Symlets,sym4,DQN,GEX,1,Advanced,Long-Only,50000,4266295929,0.07761738569516166,-0.1418530179178945,0.25731908881363413,0.009971267328376011,0.19978240234375,0.04090267983074753,-0.1509857434249075,0.28000058386251137,0.05593918930170516,0.23367096739442633,0.5747724019023037,0.5656278224133753,0.1657399658203125,0.0001,0.95,0.20190169379270245
Reinforcement_Learning,Symlets,sym4,DQN,VIX,1,Advanced,Long-Only,50000,374479081,0.15902005186463078,-0.15406455238700095,0.4433562304997741,0.02200025775580994,0.3139636005227161,0.1227080394922426,-0.1484732366736604,0.37541444354926157,0.11786647038495812,0.31582972954837096,0.8492809811954414,0.39601203267536633,0.3687896337890625,0.0001,0.95,0.6929698483720792
Reinforcement_Learning,Symlets,sym4,DQN,DIX_GEX,2,Advanced,Long-Only,50000,2342402617,0.1621540127293762,-0.09783050773738536,0.672909688577704,0.03472174996329401,0.1771706161771913,0.08603667136812412,-0.11858221656173348,0.8863800382840925,0.15704049754995508,0.22304964048397952,1.278201706421908,0.2015971960004002,0.508280283203125,0.0001,0.95,0.404232214059055
Reinforcement_Learning,Symlets,sym4,DQN,DIX_VIX,2,Advanced,Long-Only,50000,3695028180,0.21526167072380334,-0.0809191838732692,0.6174523424777479,0.05152687583269495,0.34463924261746687,0.43441466854724964,-0.11908815110686534,0.5392452261145623,0.1858450663132074,0.332470935900957,1.1357817033897797,0.2564322568380734,0.6164817822265625,0.0001,0.95,0.3615365332310333
Reinforcement_Learning,Symlets,sym4,DQN,GEX_VIX,2,Advanced,Long-Only,50000,1475837490,0.038795111271964694,-0.17102656054840698,0.06423715975021087,0.00281166238893238,0.297272421875,0.05077574047954866,-0.17724220948829558,0.009004141057886302,0.002676682819181986,0.27567926098904916,0.2292744086534972,0.8187218578442315,0.0075598046875,0.0001,0.95,0.2342863451125145
Reinforcement_Learning,Symlets,sym4,DQN,DIX_GEX_VIX,3,Advanced,Long-Only,50000,3796186607,0.14226201470680486,-0.10443170893061594,0.5677302124770892,0.029813946920743385,0.1771706161771913,0.08885754583921016,-0.12077191269872393,0.7460669414941518,0.1321811397339514,0.22790118607550622,1.0987042437532717,0.27227057185856335,0.4187502587890625,0.0003,0.95,0.8865723558273408
Reinforcement_Learning,Coiflets,coif1,PPO,DIX,1,Advanced,Long-Only,50000,4111882239,0.26033138982633114,-0.05015814242095258,0.7547862212052101,0.06832180832308249,0.3154066073436759,0.5289139633286318,-0.10342851808472833,0.7705632020197973,0.24304072529294385,0.336714250720461,1.3647050465230766,0.17277932951503142,0.8459024462890625,0.0003,0.95,0.7433550156722369
Reinforcement_Learning,Coiflets,coif1,PPO,GEX,1,Advanced,Long-Only,50000,1786422887,0.13202525518638203,-0.1835727600480084,0.37406911898228473,0.02239705495523419,0.2373723681640625,0.14386459802538787,-0.13044501674897446,0.38582718357463675,0.09158471226718201,0.2924383255916805,0.7416346090792109,0.4585546819251547,0.280045302734375,0.0001,0.99,0.7433550156722369
Reinforcement_Learning,Coiflets,coif1,PPO,VIX,1,Advanced,Long-Only,50000,3242226399,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0003,0.95,0.22110745618986716
Reinforcement_Learning,Coiflets,coif1,PPO,DIX_GEX,2,Advanced,Long-Only,50000,2969391155,0.11478639155509285,-0.1264549367679065,0.29909525126168185,0.01889279057728622,0.31234965700070705,0.19746121297602257,-0.14137166020459344,0.21612187452312323,0.06750559337764739,0.3316517756205514,0.6024122384959529,0.547092649779811,0.20207564453125,0.0003,0.95,0.7433550156722369
Reinforcement_Learning,Coiflets,coif1,PPO,DIX_VIX,2,Advanced,Long-Only,50000,1211761142,0.24994258939949757,-0.05895091422578998,0.7053269925752494,0.06274446630203788,0.33639395095444014,0.4908321579689704,-0.10834735465210832,0.6715735130442672,0.22591326740931428,0.34405941920325167,1.2796778355980896,0.2010776371377069,0.77513677734375,0.0001,0.99,0.7433550156722369
Reinforcement_Learning,Coiflets,coif1,PPO,GEX_VIX,2,Advanced,Long-Only,50000,2776594168,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.99,0.7433550156722369
Reinforcement_Learning,Coiflets,coif1,PPO,DIX_GEX_VIX,3,Advanced,Long-Only,50000,695822010,0.24339836608689358,-0.050492497588670894,0.7103590755798257,0.058919466433897456,0.33639395095444014,0.38787023977433005,-0.1064240752297149,0.6641205899855749,0.22340614917544133,0.33387766542649605,1.2910837401492454,0.1970960308615377,0.7649274462890625,0.0003,0.95,0.7433550156722369
Reinforcement_Learning,Coiflets,coif1,A2C,DIX,1,Advanced,Long-Only,50000,3532016838,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Coiflets,coif1,A2C,GEX,1,Advanced,Long-Only,50000,3355884099,0.07879805315249466,-0.14398768027798578,0.17213084950654273,0.01008592253470471,0.3349086058990336,0.1622002820874471,-0.15903524116153225,0.060209432103101895,0.020164656967622374,0.35464578607332387,0.38304549204905075,0.7018010103321943,0.057859892578125,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Coiflets,coif1,A2C,VIX,1,Advanced,Long-Only,50000,3060807301,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Coiflets,coif1,A2C,DIX_GEX,2,Advanced,Long-Only,50000,1152078862,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,5e-05,0.99,0.7433550156722369
Reinforcement_Learning,Coiflets,coif1,A2C,DIX_VIX,2,Advanced,Long-Only,50000,3741325417,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Coiflets,coif1,A2C,GEX_VIX,2,Advanced,Long-Only,50000,3808232421,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,5e-05,0.99,0.7433550156722369
Reinforcement_Learning,Coiflets,coif1,A2C,DIX_GEX_VIX,3,Advanced,Long-Only,50000,465594617,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
